1000	9060
1003	9087
1006	9155
1009	9159
1012	9213
1015	9241
1018	9289
1021	9278
1024	9324
1027	9322
1030	9402
1033	9407
1036	9470
1039	9530
1042	9538
1045	9500
1048	9606
1051	9663
1054	9666
1057	9682
1000	9070
1011	9168
1022	9299
1033	9455
1044	9539
1055	9622
1066	9812
1077	9936
1088	10019
1099	10154
1110	10253
1121	10349
1132	10512
1143	10592
1154	10737
1165	10836
1176	10968
1187	11123
1198	11181
1209	11354
1000	9063
1017	9249
1034	9465
1051	9605
1068	9822
1085	9937
1102	10110
1119	10335
1136	10507
1153	10702
1170	10902
1187	11070
1204	11270
1221	11478
1238	11604
1255	11829
1272	12019
1289	12177
1306	12415
1323	12565
1000	9069
1005	9122
1010	9219
1015	9223
1020	9242
1025	9345
1030	9400
1035	9412
1040	9498
1045	9530
1050	9622
1055	9655
1060	9727
1065	9771
1070	9810
1075	9819
1080	9954
1085	9959
1090	10059
1095	10085
1000	9108
1013	9214
1026	9333
1039	9469
1052	9650
1065	9785
1078	9946
1091	9995
1104	10165
1117	10321
1130	10446
1143	10621
1156	10777
1169	10926
1182	10992
1195	11208
1208	11333
1221	11456
1234	11570
1247	11711
Bad Data
1000	9709
1001	9715
1002	9733
1003	9735
1004	9747
1005	9761
1006	9771
1007	9785
1008	9787
1009	9803
1010	9805
1011	9821
1012	9835
1013	9841
1014	9861
1015	9859
1016	9879
1017	9887
1018	9899
1019	9909
1020	9923
1021	9931
1022	9939
1023	9953
1024	9969
1025	9981
1026	9991
1027	10005
1028	10009
1029	10025
1030	10035
1031	10049
1032	10041
1033	10049
1034	10085
1035	10095
1036	10099
1037	10111
1038	10131
1039	10141
1040	10147
1041	10161
1042	10173
1043	10187
1044	10197
1045	10213
1046	10225
1047	10235
1048	10223
1049	10235
1050	10275
1051	10277
1052	10289
1053	10305
1054	10321
1055	10329
1056	10341
1057	10347
1058	10365
1059	10369
1060	10387
1061	10395
1062	10403
1063	10423
1064	10413
1065	10421
1066	10459
1067	10467
1068	10477
1069	10487
1070	10501
1071	10517
1072	10521
1073	10533
1074	10551
1075	10563
1076	10573
1077	10581
1078	10595
1079	10611
1080	10595
1081	10601
1082	10647
1083	10651
1084	10667
1085	10675
1086	10691
1087	10705
1088	10711
1089	10725
1090	10735
1091	10751
1092	10763
1093	10771
1094	10785
1095	10799
1096	10791
1097	10801
1098	10833
1099	10845
Good Data
10000	116697
10001	117163
10002	116850
10003	116804
10004	116675
10005	116959
10006	116822
10007	117024
10008	116901
10009	117487
10010	117210
10011	117004
10012	116939
10013	117023
10014	117032
10015	117124
10016	116939
10017	117403
10018	117032
10019	116948
10020	116837
10021	117075
10022	117020
10023	117262
10024	117125
10025	117577
10026	117428
10027	117238
10028	116977
10029	117183
10030	117122
10031	117340
10032	117093
10033	117511
10034	117128
10035	117180
10036	117063
10037	117293
10038	117210
10039	117488
10040	117307
10041	117867
10042	117654
10043	117436
10044	117345
10045	117549
10046	117444
10047	117542
10048	117341
10049	117855
10050	117428
10051	117402
10052	117219
10053	117551
10054	117442
10055	117652
10056	117525
10057	118049
10058	117842
10059	117596
10060	117425
10061	117565
10062	117610
10063	117810
10064	117549
10065	117975
10066	117710
10067	117582
10068	117513
10069	117747
10070	117584
10071	117886
10072	117783
10073	118265
10074	118058
10075	117842
10076	117817
10077	117903
10078	117798
10079	117952
10080	117761
10081	118207
10082	117830
10083	117800
10084	117701
10085	117937
10086	117854
10087	117968
10088	117911
10089	118341
10090	118228
10091	118048
10092	117813
10093	117987
10094	117912
10095	118154
10096	117919
10097	118391
10098	117940
10099	118040
